User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0,0,2002,9,9,13:19,$56.42 ,Swipe Transaction,3189517333335617109,La Verne,CA,91750,5311,,Yes
0,0,2002,9,9,13:31,$2.71 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,Yes
0,0,2002,9,9,20:02,$144.90 ,Online Transaction,-8.33838E+18,ONLINE,,,4899,,Yes
0,0,2002,9,10,6:20,$160.00 ,Swipe Transaction,-4.28247E+18,Mira Loma,CA,91752,4829,,Yes
0,0,2002,9,10,6:22,$102.18 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,10,6:31,$36.73 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,10,21:39,$29.33 ,Swipe Transaction,-6.73317E+18,Mira Loma,CA,91752,7832,,No
0,0,2002,9,11,6:28,$162.39 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,11,6:33,$34.40 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,11,13:06,$62.06 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,13:17,($99.00),Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,13:23,$99.00 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,19:30,$80.18 ,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,,No
0,0,2002,9,12,6:21,$122.10 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,Insufficient Balance,No
0,0,2002,9,12,6:26,$92.76 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,12,6:50,$52.52 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,12,11:43,$1.13 ,Swipe Transaction,6666504894937430109,La Verne,CA,91750,5499,,No
0,0,2002,9,13,6:22,$126.79 ,Swipe Transaction,1913477460590765860,La Verne,CA,91750,5300,,No
0,0,2002,9,13,6:37,$44.41 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,14,6:09,$164.37 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,14,13:08,$12.76 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,9,15,5:34,$109.94 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,9,15,6:18,$126.29 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,9,15,6:55,$40.81 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,15,13:54,$81.35 ,Swipe Transaction,-5.90412E+18,Diamond Bar,CA,91765,5719,,No
0,0,2002,9,16,6:00,$115.34 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,16,6:45,$44.25 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,17,6:09,$120.19 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,17,6:24,$159.72 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,18,6:19,$128.85 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,18,20:01,$92.30 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,9,19,6:25,$168.11 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,9,19,9:42,$53.09 ,Swipe Transaction,4055257078481058705,La Verne,CA,91750,7538,,No
0,0,2002,9,20,6:01,$104.77 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,Insufficient Balance,No
0,0,2002,9,20,6:17,$119.69 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,9,21,6:27,$145.50 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,9,21,6:47,$48.34 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,9,21,14:23,$2.79 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,9,22,6:50,$47.51 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,22,9:29,$51.98 ,Swipe Transaction,4055257078481058705,La Verne,CA,91750,7538,,No
0,0,2002,9,22,9:37,$82.90 ,Swipe Transaction,3952145593743244256,La Verne,CA,91750,7538,,No
0,0,2002,9,22,20:16,$76.37 ,Swipe Transaction,-5.0235E+18,Mira Loma,CA,91752,5812,,No
0,0,2002,9,23,6:01,$134.89 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,23,6:46,$35.28 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,23,20:26,$80.65 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,9,24,6:07,$112.67 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,25,6:19,$162.26 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,9,25,6:36,$39.38 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,9,25,13:01,$55.76 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,9,25,13:10,$100.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,9,25,13:14,($100.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,9,26,6:25,$93.37 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,9,27,6:21,$199.71 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,9,27,8:01,$23.18 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,27,9:42,$57.64 ,Swipe Transaction,4055257078481058705,La Verne,CA,91750,7538,,No
0,0,2002,9,28,5:36,$78.46 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,9,28,6:23,$141.70 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,9,28,9:32,$55.41 ,Swipe Transaction,4055257078481058705,La Verne,CA,91750,7538,,No
0,0,2002,9,28,13:13,$153.36 ,Swipe Transaction,7945328079774550558,La Verne,CA,91750,4900,,No
0,0,2002,9,29,6:06,$119.61 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:22,$120.25 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:33,$40.58 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,9,29,20:15,$165.96 ,Swipe Transaction,838425044734233142,Mira Loma,CA,91752,4814,,No
0,0,2002,9,30,6:21,$127.32 ,Online Transaction,-7.42109E+18,ONLINE,,,5311,,No
0,0,2002,9,30,6:57,$38.13 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,9,30,12:52,$11.30 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,9,30,20:07,$80.05 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,10,1,6:15,$119.73 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,1,6:56,$30.90 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,10,1,11:34,$34.89 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,10,2,6:17,$139.34 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,3,5:59,$46.46 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,3,6:12,$102.74 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,10,3,6:50,$36.44 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,10,4,6:20,$114.87 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,10,5,9:34,$53.13 ,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,,No
0,0,2002,10,5,10:38,$16.87 ,Swipe Transaction,9137769173591184401,La Verne,CA,91750,7210,,No
0,0,2002,10,6,6:14,$139.39 ,Online Transaction,-7.42109E+18,ONLINE,,,5311,,No
0,0,2002,10,7,6:24,$133.96 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,8,6:24,$100.00 ,Swipe Transaction,-4.28247E+18,Mira Loma,CA,91752,4829,,No
0,0,2002,10,8,6:26,$154.70 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,8,8:24,$27.22 ,Swipe Transaction,5445101915276107289,La Verne,CA,91750,5193,,No
0,0,2002,10,9,6:10,$118.25 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,9,6:44,$31.01 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,10,9,8:16,$53.09 ,Online Transaction,-4.95662E+18,ONLINE,,,5193,,No
0,0,2002,10,10,6:24,$142.06 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,10,11,5:52,$172.67 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,11,6:08,$159.46 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,11,6:57,$37.69 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,10,11,20:00,$87.47 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,10,12,6:29,$168.96 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,13,6:21,$135.41 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,10,13,6:33,$30.00 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,13,13:00,$58.62 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,13,13:15,($99.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,13,13:17,$99.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,14,6:12,$100.75 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,14,6:12,"$1,049.82 ",Swipe Transaction,-2.18784E+18,San Diego,CA,92123,3058,,No
0,0,2002,10,14,18:58,$207.00 ,Swipe Transaction,7834055923142137930,Tilden,NE,68781,3395,,No
0,0,2002,10,15,6:03,$99.09 ,Swipe Transaction,6042526206085641250,Lincoln,NE,68521,5912,,No
0,0,2002,10,15,13:11,($88.00),Swipe Transaction,-4.33423E+18,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,13:17,$88.00 ,Swipe Transaction,-4.33423E+18,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,13:21,$55.30 ,Swipe Transaction,-4.33423E+18,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,16:49,$93.02 ,Swipe Transaction,-3.34898E+18,Lincoln,NE,68521,5651,,No
0,0,2002,10,16,11:47,$142.68 ,Swipe Transaction,7834055923142137930,Tilden,NE,68781,3395,,No
0,0,2002,10,16,11:54,($207.00),Swipe Transaction,7834055923142137930,Tilden,NE,68781,3395,,No
0,0,2002,10,16,14:09,$3.65 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,10,16,20:01,$521.24 ,Swipe Transaction,-8.11651E+17,La Verne,CA,91750,6300,,No
0,0,2002,10,17,6:09,$114.05 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,10,18,6:12,$91.10 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,18,11:32,$1.84 ,Swipe Transaction,6666504894937430109,La Verne,CA,91750,5499,,No
0,0,2002,10,19,6:29,$130.22 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,19,6:47,$24.02 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,10,20,6:46,$41.02 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,10,21,6:47,$43.69 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,10,21,12:31,$49.08 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,21,12:39,($57.00),Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,21,12:52,$57.00 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,22,6:07,$164.49 ,Swipe Transaction,1913477460590765860,La Verne,CA,91750,5300,,No
0,0,2002,10,23,6:00,$201.62 ,Swipe Transaction,1913477460590765860,La Verne,CA,91750,5300,,No
0,0,2002,10,23,9:32,$17.82 ,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,,No
0,0,2002,10,24,6:19,$118.96 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,24,13:04,$66.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,24,13:23,$62.01 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,24,13:26,($66.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,10,25,6:06,$39.12 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,10,25,6:14,$148.58 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,10,25,13:48,$35.82 ,Swipe Transaction,-5.90412E+18,Diamond Bar,CA,91765,5719,,No
0,0,2002,10,25,20:10,$73.35 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,10,26,6:05,$119.43 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,26,6:55,$38.42 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,10,26,22:13,$216.47 ,Swipe Transaction,-8.13585E+18,La Verne,CA,91750,8043,,No
0,0,2002,10,27,6:04,$131.02 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,27,6:40,$37.06 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,10,28,6:17,$156.93 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,10,28,11:41,$2.30 ,Swipe Transaction,6666504894937430109,La Verne,CA,91750,5499,,No
0,0,2002,10,29,13:20,$9.76 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,29,21:44,$29.95 ,Swipe Transaction,-3.26567E+18,Monterey Park,CA,91754,7832,,No
0,0,2002,10,30,6:05,$77.85 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,10,30,6:48,$35.92 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,10,31,6:11,$135.60 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,10,31,6:56,$37.63 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,10,31,13:08,$96.00 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,31,13:09,($96.00),Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,10,31,13:11,$61.08 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,1,10:59,$24.67 ,Swipe Transaction,-8.68256E+16,La Verne,CA,91750,7230,,No
0,0,2002,11,1,13:53,$46.10 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,11,1,19:16,$16.76 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,1,20:25,$161.51 ,Swipe Transaction,838425044734233142,Mira Loma,CA,91752,4814,,No
0,0,2002,11,2,6:05,$132.90 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,2,6:15,$30.50 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,2,19:59,$12.09 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,11,3,5:36,$150.08 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,11,3,6:05,$180.58 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,4,6:03,$55.61 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,11,4,13:20,$75.72 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,4,20:00,$77.41 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,11,5,5:41,$148.01 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,5,6:28,$106.72 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,5,16:43,$28.39 ,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
0,0,2002,11,7,6:08,$140.86 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,7,6:50,$116.86 ,Swipe Transaction,1913477460590765860,La Verne,CA,91750,5300,,No
0,0,2002,11,8,6:18,$122.64 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,8,6:35,$42.01 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,11,9,6:19,$167.00 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,11,9,9:44,$168.53 ,Swipe Transaction,7945328079774550558,La Verne,CA,91750,4900,,No
0,0,2002,11,9,21:09,$85.91 ,Swipe Transaction,-5.0235E+18,Mira Loma,CA,91752,5812,,No
0,0,2002,11,10,6:23,$152.14 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,10,6:32,$40.78 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,10,9:45,$107.50 ,Swipe Transaction,7945328079774550558,La Verne,CA,91750,4900,,No
0,0,2002,11,10,12:39,$59.52 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,10,12:50,($91.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,10,12:57,$91.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:09,($98.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:12,$98.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:20,$52.40 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,11,6:10,$130.48 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,11,11,7:16,$126.32 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,13,20:06,$63.90 ,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,,No
0,0,2002,11,14,5:29,$151.49 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,11,14,6:25,$113.32 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,11,15,7:36,$39.18 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,11,15,9:37,$66.98 ,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,,No
0,0,2002,11,15,14:05,$58.03 ,Swipe Transaction,6661973303171003879,Ontario,CA,91761,5211,,No
0,0,2002,11,15,22:06,$186.41 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,11,16,6:28,$133.55 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,16,9:59,$59.74 ,Swipe Transaction,4055257078481058705,La Verne,CA,91750,7538,,No
0,0,2002,11,17,6:14,$157.96 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,17,20:33,$95.40 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,11,18,6:24,$99.92 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,18,7:03,$127.33 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,19,5:58,$134.57 ,Swipe Transaction,3527213246127876953,La Verne,CA,91750,5300,,No
0,0,2002,11,19,13:35,$52.94 ,Swipe Transaction,8080934608468946743,Monterey Park,CA,91754,5310,,No
0,0,2002,11,19,19:42,$95.76 ,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,,No
0,0,2002,11,20,6:27,$83.17 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,20,7:48,$54.26 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,20,9:42,$61.02 ,Swipe Transaction,3952145593743244256,La Verne,CA,91750,7538,,No
0,0,2002,11,22,6:07,$131.45 ,Swipe Transaction,4060646732831064559,La Verne,CA,91750,5411,,No
0,0,2002,11,22,6:41,$115.91 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,22,9:31,$65.92 ,Swipe Transaction,3952145593743244256,La Verne,CA,91750,7538,,No
0,0,2002,11,23,6:11,$38.99 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,23,6:16,$129.07 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,23,6:47,$37.23 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,11,23,11:18,$228.92 ,Swipe Transaction,3129259766334579731,La Verne,CA,91750,8011,,No
0,0,2002,11,24,5:50,$141.77 ,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No
0,0,2002,11,24,20:56,$51.96 ,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No
0,0,2002,11,25,6:12,$143.06 ,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752,5541,,No
0,0,2002,11,25,6:43,$50.68 ,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No
0,0,2002,11,25,13:04,($99.00),Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,25,13:27,$69.31 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,25,13:29,$99.00 ,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,,No
0,0,2002,11,25,16:52,$99.36 ,Swipe Transaction,-5.90412E+18,Diamond Bar,CA,91765,5719,,No
0,0,2002,11,26,6:28,$126.81 ,Swipe Transaction,1913477460590765860,La Verne,CA,91750,5300,,No
0,0,2002,11,26,11:21,$379.73 ,Swipe Transaction,6515854639642454768,Calexico,CA,92231,3066,,No
0,0,2002,11,27,5:32,$148.42 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,27,6:22,$138.59 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
0,0,2002,11,27,20:07,$107.15 ,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,,No
0,0,2002,11,28,6:14,$81.43 ,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No
0,0,2002,11,28,6:53,$35.60 ,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No
0,0,2002,11,29,6:14,$173.03 ,Swipe Transaction,5817218446178736267,La Verne,CA,91750,5912,,No
